,date,iexId,isEnabled,name,symbol,type
0,2018-09-25,2,True,Agilent Technologies Inc.,A,cs
1,2018-09-25,12042,True,Alcoa Corporation,AA,cs
2,2018-09-25,14924,True,Perth Mint Physical Gold,AAAU,N/A
3,2018-09-25,7653,True,Altaba Inc.,AABA,cs
4,2018-09-25,9169,True,AAC Holdings Inc.,AAC,cs
5,2018-09-25,5,True,AdvisorShares Dorsey Wright ADR,AADR,et
6,2018-09-25,8148,True,American Airlines Group Inc.,AAL,cs
7,2018-09-25,7760,True,Altisource Asset Management Corp Com,AAMC,cs
8,2018-09-25,7,True,Atlantic American Corporation,AAME,cs
9,2018-09-25,8,True,Aaron's Inc.,AAN,cs
10,2018-09-25,7790,True,Applied Optoelectronics Inc.,AAOI,cs
11,2018-09-25,9,True,AAON Inc.,AAON,cs
12,2018-09-25,10,True,Advance Auto Parts Inc W/I,AAP,cs
13,2018-09-25,11,True,Apple Inc.,AAPL,cs
14,2018-09-25,12,True,American Assets Trust Inc.,AAT,cs
15,2018-09-25,13,True,Almaden Minerals Ltd.,AAU,cs
16,2018-09-25,15,True,Atlas Air Worldwide Holdings,AAWW,cs
17,2018-09-25,16,True,iShares MSCI All Country Asia ex Japan Index Fund,AAXJ,et
18,2018-09-25,6667,True,Axon Enterprise Inc.,AAXN,cs
19,2018-09-25,17,True,AllianceBernstein Holding L.P. Units,AB,cs
20,2018-09-25,5129,True,Renmin Tianli Group Inc.,ABAC,cs
21,2018-09-25,19,True,ABB Ltd,ABB,cs
22,2018-09-25,20,True,AbbVie Inc.,ABBV,cs
23,2018-09-25,21,True,AmerisourceBergen Corporation,ABC,cs
24,2018-09-25,22,True,Ameris Bancorp,ABCB,cs
25,2018-09-25,23,True,Cambium Learning Group Inc.,ABCD,cs
26,2018-09-25,8607,True,Alcentra Capital Corp.,ABDC,cs
27,2018-09-25,9600,True,Abeona Therapeutics Inc.,ABEO,cs
28,2018-09-25,9607,True,,ABEOW,N/A
29,2018-09-25,36,True,Ambev S.A. American Depositary Shares (Each representing 1),ABEV,cs
30,2018-09-25,26,True,Asbury Automotive Group Inc,ABG,cs
31,2018-09-25,10960,True,Ability Inc.,ABIL,cs
32,2018-09-25,28,True,ARCA biopharma Inc.,ABIO,cs
33,2018-09-25,29,True,ABM Industries Incorporated,ABM,cs
34,2018-09-25,30,True,ABIOMED Inc.,ABMD,cs
35,2018-09-25,31,True,Arbor Realty Trust,ABR,cs
36,2018-09-25,32,True,Arbor Realty Trust Preferred Series A,ABR-A,ps
37,2018-09-25,33,True,Arbor Realty Trust Cumulative Redeemable Preferred Series B,ABR-B,ps
38,2018-09-25,8310,True,Arbor Realty Trust Cumulative Redeemable Preferred Series C,ABR-C,ps
39,2018-09-25,34,True,Abbott Laboratories,ABT,cs
40,2018-09-25,10446,True,Allegiance Bancshares Inc.,ABTX,cs
41,2018-09-25,6816,True,Arbutus Biopharma Corporation,ABUS,cs
42,2018-09-25,39,True,Barrick Gold Corporation,ABX,cs
43,2018-09-25,10827,True,Associated Capital Group Inc.,AC,cs
44,2018-09-25,41,True,ACADIA Pharmaceuticals Inc.,ACAD,cs
45,2018-09-25,10459,True,Atlantic Capital Bancshares Inc.,ACBI,cs
46,2018-09-25,44,True,American Campus Communities Inc,ACC,cs
47,2018-09-25,46,True,Acco Brands Corporation,ACCO,cs
48,2018-09-25,5176,True,Acer Therapeutics Inc.,ACER,cs
49,2018-09-25,14783,True,ALPS Clean Energy,ACES,N/A
50,2018-09-25,49,True,Aceto Corporation,ACET,cs
51,2018-09-25,53,True,Arch Capital Group Ltd.,ACGL,cs
52,2018-09-25,14574,True,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,ACGLO,ps
53,2018-09-25,14575,True,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,ACGLP,ps
54,2018-09-25,54,True,Aluminum Corporation of China Limited American Depositary Shares,ACH,cs
55,2018-09-25,55,True,Acadia Healthcare Company Inc.,ACHC,cs
56,2018-09-25,56,True,Achillion Pharmaceuticals Inc.,ACHN,cs
57,2018-09-25,5116,True,Achieve Life Sciences Inc.,ACHV,cs
58,2018-09-25,10954,True,Acacia Communications Inc.,ACIA,cs
59,2018-09-25,58,True,SPDR MSCI ACWI IMI,ACIM,et
60,2018-09-25,11879,True,AC Immune SA,ACIU,cs
61,2018-09-25,59,True,ACI Worldwide Inc.,ACIW,cs
62,2018-09-25,60,True,Axcelis Technologies Inc.,ACLS,cs
63,2018-09-25,61,True,AECOM,ACM,cs
64,2018-09-25,13392,True,ACM Research Inc.,ACMR,cs
65,2018-09-25,63,True,Accenture plc Class A (Ireland),ACN,cs
66,2018-09-25,64,True,ACNB Corporation,ACNB,cs
67,2018-09-25,66,True,Acorda Therapeutics Inc.,ACOR,cs
