,date,iexId,isEnabled,name,symbol,type
0,2018-09-14,2,True,Agilent Technologies Inc.,A,cs
1,2018-09-14,12042,True,Alcoa Corporation,AA,cs
2,2018-09-14,14924,True,Perth Mint Physical Gold,AAAU,N/A
3,2018-09-14,7653,True,Altaba Inc.,AABA,cs
4,2018-09-14,9169,True,AAC Holdings Inc.,AAC,cs
5,2018-09-14,5,True,AdvisorShares Dorsey Wright ADR,AADR,et
6,2018-09-14,8148,True,American Airlines Group Inc.,AAL,cs
7,2018-09-14,7760,True,Altisource Asset Management Corp Com,AAMC,cs
8,2018-09-14,7,True,Atlantic American Corporation,AAME,cs
9,2018-09-14,8,True,Aaron's Inc.,AAN,cs
10,2018-09-14,7790,True,Applied Optoelectronics Inc.,AAOI,cs
11,2018-09-14,9,True,AAON Inc.,AAON,cs
12,2018-09-14,10,True,Advance Auto Parts Inc W/I,AAP,cs
13,2018-09-14,11,True,Apple Inc.,AAPL,cs
14,2018-09-14,12,True,American Assets Trust Inc.,AAT,cs
15,2018-09-14,13,True,Almaden Minerals Ltd.,AAU,cs
16,2018-09-14,14,True,Advantage Oil & Gas Ltd,AAV,cs
17,2018-09-14,15,True,Atlas Air Worldwide Holdings,AAWW,cs
18,2018-09-14,16,True,iShares MSCI All Country Asia ex Japan Index Fund,AAXJ,et
19,2018-09-14,6667,True,Axon Enterprise Inc.,AAXN,cs
20,2018-09-14,17,True,AllianceBernstein Holding L.P. Units,AB,cs
21,2018-09-14,5129,True,Renmin Tianli Group Inc.,ABAC,cs
22,2018-09-14,19,True,ABB Ltd,ABB,cs
23,2018-09-14,20,True,AbbVie Inc.,ABBV,cs
24,2018-09-14,21,True,AmerisourceBergen Corporation,ABC,cs
25,2018-09-14,22,True,Ameris Bancorp,ABCB,cs
26,2018-09-14,23,True,Cambium Learning Group Inc.,ABCD,cs
27,2018-09-14,8607,True,Alcentra Capital Corp.,ABDC,cs
28,2018-09-14,9600,True,Abeona Therapeutics Inc.,ABEO,cs
29,2018-09-14,9607,True,,ABEOW,N/A
30,2018-09-14,36,True,Ambev S.A. American Depositary Shares (Each representing 1),ABEV,cs
31,2018-09-14,26,True,Asbury Automotive Group Inc,ABG,cs
32,2018-09-14,10960,True,Ability Inc.,ABIL,cs
33,2018-09-14,28,True,ARCA biopharma Inc.,ABIO,cs
34,2018-09-14,29,True,ABM Industries Incorporated,ABM,cs
35,2018-09-14,30,True,ABIOMED Inc.,ABMD,cs
36,2018-09-14,31,True,Arbor Realty Trust,ABR,cs
37,2018-09-14,32,True,Arbor Realty Trust Preferred Series A,ABR-A,ps
38,2018-09-14,33,True,Arbor Realty Trust Cumulative Redeemable Preferred Series B,ABR-B,ps
39,2018-09-14,8310,True,Arbor Realty Trust Cumulative Redeemable Preferred Series C,ABR-C,ps
40,2018-09-14,34,True,Abbott Laboratories,ABT,cs
41,2018-09-14,10446,True,Allegiance Bancshares Inc.,ABTX,cs
42,2018-09-14,6816,True,Arbutus Biopharma Corporation,ABUS,cs
43,2018-09-14,39,True,Barrick Gold Corporation,ABX,cs
44,2018-09-14,10827,True,Associated Capital Group Inc.,AC,cs
45,2018-09-14,41,True,ACADIA Pharmaceuticals Inc.,ACAD,cs
46,2018-09-14,10459,True,Atlantic Capital Bancshares Inc.,ACBI,cs
47,2018-09-14,44,True,American Campus Communities Inc,ACC,cs
48,2018-09-14,46,True,Acco Brands Corporation,ACCO,cs
49,2018-09-14,5176,True,Acer Therapeutics Inc.,ACER,cs
50,2018-09-14,14783,True,ALPS Clean Energy,ACES,N/A
51,2018-09-14,49,True,Aceto Corporation,ACET,cs
52,2018-09-14,53,True,Arch Capital Group Ltd.,ACGL,cs
53,2018-09-14,14574,True,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,ACGLO,ps
54,2018-09-14,14575,True,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,ACGLP,ps
55,2018-09-14,54,True,Aluminum Corporation of China Limited American Depositary Shares,ACH,cs
56,2018-09-14,55,True,Acadia Healthcare Company Inc.,ACHC,cs
57,2018-09-14,56,True,Achillion Pharmaceuticals Inc.,ACHN,cs
58,2018-09-14,5116,True,Achieve Life Sciences Inc.,ACHV,cs
59,2018-09-14,10954,True,Acacia Communications Inc.,ACIA,cs
60,2018-09-14,58,True,SPDR MSCI ACWI IMI,ACIM,et
61,2018-09-14,11879,True,AC Immune SA,ACIU,cs
62,2018-09-14,59,True,ACI Worldwide Inc.,ACIW,cs
63,2018-09-14,60,True,Axcelis Technologies Inc.,ACLS,cs
64,2018-09-14,61,True,AECOM,ACM,cs
65,2018-09-14,13392,True,ACM Research Inc.,ACMR,cs
66,2018-09-14,63,True,Accenture plc Class A (Ireland),ACN,cs
67,2018-09-14,64,True,ACNB Corporation,ACNB,cs
68,2018-09-14,66,True,Acorda Therapeutics Inc.,ACOR,cs
69,2018-09-14,67,True,Aberdeen Income Credit Strategies Fund,ACP,cs
70,2018-09-14,69,True,Ares Commercial Real Estate Corporation,ACRE,cs
71,2018-09-14,10410,True,Aclaris Therapeutics Inc.,ACRS,cs
72,2018-09-14,70,True,AcelRx Pharmaceuticals Inc.,ACRX,cs
73,2018-09-14,12028,True,American Customer Satisfaction,ACSI,N/A
74,2018-09-14,71,True,Acasti Pharma Inc.,ACST,cs
75,2018-09-14,13895,True,AdvisorShares Vice ETF,ACT,N/A
76,2018-09-14,73,True,Acacia Research Corporation,ACTG,cs
77,2018-09-14,76,True,Acme United Corporation.,ACU,cs
78,2018-09-14,10012,True,AllianzGI Diversified Income & Convertible Fund of Beneficial Interest,ACV,cs
79,2018-09-14,9946,True,iShares Edge MSCI Multifactor Global,ACWF,N/A
80,2018-09-14,79,True,iShares MSCI ACWI Index Fund,ACWI,et
81,2018-09-14,80,True,iShares Edge MSCI Min Vol Global,ACWV,et
82,2018-09-14,81,True,iShares MSCI ACWI Ex US Index Fund,ACWX,et
83,2018-09-14,82,True,Acxiom Corporation,ACXM,cs
84,2018-09-14,83,True,AeroCentury Corp.,ACY,cs
85,2018-09-14,9962,True,Adaptimmune Therapeutics plc,ADAP,cs
86,2018-09-14,85,True,Adobe Systems Incorporated,ADBE,cs
87,2018-09-14,86,True,Agree Realty Corporation,ADC,cs
88,2018-09-14,89,True,Advanced Emissions Solutions Inc.,ADES,cs
89,2018-09-14,93,True,Analog Devices Inc.,ADI,cs
90,2018-09-14,13359,True,Adial Pharmaceuticals Inc,ADIL,cs
